district,location,season,planting_date,planting_month,field_size_ha,first_fert_date,second_fert_date,soil_type,soil_condition,soil_ph,soil_nitrogen_n,soil_phosphorus_p,soil_potassium_k,soil_fertility_index,n_status_class,p_status_class,k_status_class,seed_variety,irrigation_type,rainfall_condition,rainfall_30d_mm,seasonal_rainfall_mm,avg_temperature_c,max_temperature_c,avg_humidity_pct,sunshine_hours,yield_t_ha
Ampara,Padiyathalawa,Yala,4/8/2024,4,1.69,4/23/2024,5/29/2024,RBE,Good,6.021,95.802,13.703,70.893,0.401,High,Medium,Low,GT 200,Mixed,Normal,329.204,639.494,27.2,31.316,77.495,6.801,5.4923
Ampara,Padiyathalawa,Yala,4/8/2024,4,2.26,4/30/2024,5/12/2024,RBE,Medium,5.659,85.802,23.291,95.291,0.63,High,High,Low,Commando,Mixed,Normal,271.609,805.005,28.83,30.801,84.582,7.094,5.7982
Ampara,Padiyathalawa,Yala,4/9/2024,4,2.3,5/9/2024,5/25/2024,RBE,Good,5.821,81.891,22.6,91.996,0.58,Medium,High,Low,Commando,Mixed,Normal,314.596,798.9,28.905,31.928,75.396,7.599,5.422
Monaragala,Wellawaya,Yala,4/9/2024,4,1.03,5/3/2024,5/31/2024,RBE,Poor,6.209,99.99,9.604,98.31,0.602,High,Low,Medium,Jet 999,Rainfed,High,270.002,720.896,29.103,31.601,79.901,7.296,3.8071
Badulla,Mahiyanganaya,Yala,4/9/2024,4,1.1,5/9/2024,6/7/2024,RBE,Medium,6.681,77.591,8.494,198.208,0.559,Medium,Low,Medium,GT 709,Mixed,Low,393.261,609.2,30.8,37.011,76.397,8.599,6.0182
Anuradhapura,Eppawala,Yala,4/10/2024,4,2.78,4/25/2024,5/28/2024,RYP,Medium,6.758,103.608,3.6,65.19,0.491,High,Low,Low,Pacific 808,Mixed,Low,255.091,605.202,28.3,32.191,62.159,9.705,4.758
Matale,Dambulla,Yala,4/10/2024,4,0.54,5/7/2024,5/29/2024,LHG,Good,6.202,27.204,13.502,256.905,0.511,Low,Medium,High,GT 200,Mixed,Normal,343.709,720.799,25.603,28.877,59.995,8.402,3.5702
Monaragala,Wellawaya,Yala,4/11/2024,4,3.34,5/11/2024,6/10/2024,RBE,Poor,6.241,89.792,16.908,140.596,0.75,High,Medium,High,Pacific 808,Irrigated,High,279.76,774.036,29.303,32.599,69.903,7.697,4.2306
Anuradhapura,Eppawala,Yala,4/11/2024,4,2.74,5/11/2024,5/29/2024,RYP,Medium,6.741,99.391,4.401,77.79,0.542,High,Low,Low,Pacific 808,Mixed,Normal,261.039,668.607,27.902,30.198,62.897,9.78,5.0038
Matale,Dambulla,Yala,4/11/2024,4,0.5,5/4/2024,5/27/2024,LHG,Medium,6.065,29.283,14.591,268.899,0.59,Low,Medium,High,GT 200,Mixed,Normal,318.605,721.308,25.401,28.4,60.806,7.805,3.6948
Monaragala,Siyambalanduwa,Yala,4/12/2024,4,1.71,5/11/2024,5/17/2024,RBE,Medium,6.239,83.503,17.497,133.403,0.536,High,Medium,Medium,GT 200,Rainfed,Normal,160.799,631.002,30.098,35.501,76.586,6.397,5.7522
Badulla,Mahiyanganaya,Yala,4/12/2024,4,1.755,5/8/2024,5/26/2024,Low Humic Gleys,Medium,5.788,60.903,12.805,185.905,0.469,Medium,Medium,Medium,Pacific 808,Rainfed,Low,271.644,796.699,29.002,33.502,61.2,9.632,4.5632
Ampara,Padiyathalawa,Yala,4/12/2024,4,2.41,5/9/2024,6/7/2024,RBE,Medium,5.922,74.404,21.163,99.297,0.608,Medium,High,Low,Commando,Mixed,Normal,300.289,709.903,28.701,32.998,70.098,7.104,5.7241
Monaragala,Siyambalanduwa,Yala,4/12/2024,4,2.03,5/5/2024,5/28/2024,RBE,Medium,6.21,84.906,14.097,138.099,0.641,High,Medium,Medium,GT 200,Rainfed,Low,183.209,608.902,30.1,34.398,80.096,6.795,5.7392
Anuradhapura,Eppawala,Yala,4/12/2024,4,0.94,5/4/2024,6/3/2024,RBE,Medium,6.031,110.107,8.594,146.134,0.632,High,Low,Medium,Jet 999,Rainfed,Low,222.899,607.296,29.503,35.408,74.804,8.805,4.878
Monaragala,Wellawaya,Yala,4/12/2024,4,0.88,5/4/2024,5/29/2024,RBE,Medium,6.259,93.994,7.468,99.49,0.599,High,Low,Low,Jet 999,Rainfed,Normal,257.396,793.902,29.098,32.599,81.204,6.294,3.7977
Anuradhapura,Tambuttegama,Yala,4/13/2024,4,0.59,5/6/2024,6/21/2024,RYP,Good,6.654,46.696,6.695,73.29,0.441,Low,Low,Low,Jet 999,Mixed,Low,289.5,643.691,29.703,35.297,71.194,7.338,3.8609
Matale,Pelwehera,Yala,4/13/2024,4,0.93,5/12/2024,6/5/2024,LHG,Poor,6.44,102.953,7.808,135.508,0.518,High,Low,Medium,Pacific 808,Irrigated,Normal,352.899,623.79,26.203,30,69.899,7.608,3.2836
Anuradhapura,Eppawala,Yala,4/13/2024,4,0.73,5/4/2024,5/17/2024,RBE,Medium,6.169,110.01,5.204,147.194,0.648,High,Low,Medium,Jet 999,Rainfed,Low,221.502,568.117,29.299,33.999,73.704,8.601,5.0094
Ampara,Dehiattakandiya,Yala,4/14/2024,4,2.64,5/6/2024,5/19/2024,RBE,Poor,5.712,31.601,8.8,125.478,0.319,Low,Low,Medium,Pacific 808,Mixed,Normal,274.008,794.491,29.003,32.198,67.394,5.689,3.3224
Anuradhapura,Horowpathana,Yala,4/14/2024,4,1.84,5/6/2024,6/1/2024,RBE,Medium,5.768,30.801,21.796,129.811,0.611,Low,High,High,Local Variety,Irrigated,Normal,288.01,684.6,30.797,36.503,61.6,6.304,4.023
Matale,Pelwehera,Yala,4/14/2024,4,1.583,5/13/2024,6/4/2024,RYP,Medium,6.009,75.606,17.408,69.795,0.475,Medium,Medium,Low,Local Variety,Rainfed,High,340.492,782.202,26.496,29.004,65.097,8.104,4.5919
Anuradhapura,Horowpathana,Yala,4/14/2024,4,1.55,5/6/2024,6/16/2024,RBE,Medium,5.961,45.394,18.492,144.7,0.541,Low,Medium,Medium,GT 200,Rainfed,Normal,379.107,757.894,31.099,35.096,72.899,7.202,4.7114
Monaragala,Thanamalwila,Yala,4/15/2024,4,1.33,5/7/2024,6/12/2024,IBL,Good,6.791,57.798,12.998,236.695,0.565,Medium,Medium,High,GT 200,Rainfed,Normal,173.294,758.208,29.48,32.602,63.499,8.699,4.8477
Anuradhapura,Horowpathana,Yala,4/15/2024,4,0.63,4/29/2024,5/30/2024,RBE,Medium,6.237,54.603,11.905,152.703,0.433,Medium,Medium,Medium,GT 709,Mixed,Low,398.897,784.794,31.299,35.401,77.899,8.796,4.3566
Anuradhapura,Tambuttegama,Yala,4/15/2024,4,1.734,5/5/2024,6/10/2024,RBE,Medium,6.235,75.21,17.356,165.097,0.591,Medium,Medium,Medium,Local Variety,Rainfed,Low,190.696,568.708,25.404,27.898,70.905,7.302,3.4663
Anuradhapura,Nochchiyagama,Yala,4/15/2024,4,1.96,5/9/2024,5/27/2024,IBL,Good,6.602,59.627,13.796,204.821,0.551,Medium,Medium,High,Commando,Irrigated,Low,124.893,537.105,25.598,29.201,67.5,7,3.8993
Badulla,Mahiyanganaya,Yala,4/17/2024,4,2.05,5/6/2024,5/30/2024,RBE,Medium,6.971,96.508,2.901,196.595,0.588,High,Low,High,Local Variety,Irrigated,Normal,293,783.393,24.801,31.125,71.232,5.905,3.8411
Anuradhapura,Nochchiyagama,Yala,4/17/2024,4,1.03,5/16/2024,6/13/2024,RBE,Poor,6.19,102.999,24.097,164.317,0.72,High,High,Medium,Local Variety,Rainfed,Low,337.005,774.98,25.398,30.897,76.905,8.995,6.2637
Monaragala,Wellawaya,Yala,4/18/2024,4,1.98,5/7/2024,5/31/2024,RBE,Medium,6.198,96.605,5.398,143.606,0.519,High,Low,Medium,GT 709,Rainfed,Low,216.308,786.996,28.796,33.404,78.998,7.452,5.0904
Anuradhapura,Tambuttegama,Yala,4/18/2024,4,1.69,5/12/2024,6/13/2024,LHG,Medium,6.479,112.358,27.005,141.909,0.762,High,High,Medium,GT 709,Rainfed,High,512.891,614.698,28.602,31.501,74.2,7.194,5.8458
Badulla,Mahiyanganaya,Yala,4/18/2024,4,2.19,5/14/2024,6/4/2024,RBE,Good,7.01,82.794,4.294,192.403,0.519,High,Low,Medium,Local Variety,Irrigated,Low,270.598,739.114,25.504,29.955,70.004,6.201,6.5496
Monaragala,Buttala,Yala,4/18/2024,4,0.65,5/8/2024,6/5/2024,RBE,Medium,5.54,101.395,18.601,85.692,0.618,High,Medium,Low,Jet 999,Mixed,Normal,194.591,567.405,28.299,33.498,70.845,7.205,5.4513
Badulla,Rideemaliyadda,Yala,4/20/2024,4,1.96,5/12/2024,6/11/2024,LHG,Medium,6.448,32.797,5.497,198.903,0.37,Low,Low,Medium,Jet 999,Rainfed,Normal,322.292,715.495,26.902,29.426,68.596,7.417,3.1124
Monaragala,Thanamalwila,Yala,4/20/2024,4,1.69,5/16/2024,5/31/2024,RBE,Good,6.63,61.895,26.203,68.903,0.541,Medium,High,Low,GT 200,Irrigated,High,327.495,560.553,28.396,31.2,77.605,6.396,5.0182
Monaragala,Buttala,Yala,4/20/2024,4,0.59,5/7/2024,6/16/2024,RBE,Medium,5.501,105.006,17.691,92.691,0.609,High,Medium,Low,Jet 999,Mixed,Normal,226.124,520.193,28.797,34.503,73.101,6.969,5.4537
Matale,Pelwehera,Yala,4/21/2024,4,2.76,5/5/2024,6/4/2024,RBE,Poor,6.379,57.664,5.599,297.992,0.52,Medium,Low,High,GT 200,Mixed,Normal,151.801,556.098,26.401,30.802,61.401,9.002,4.8725
Ampara,Maha Oya,Yala,4/21/2024,4,1.22,5/15/2024,6/6/2024,RBE,Medium,6.689,47.504,19.997,62.791,0.511,Low,High,Low,Commando,Mixed,Normal,264.794,617.31,30.997,37.203,67.329,9.902,6.0576
Anuradhapura,Eppawala,Yala,4/21/2024,4,2.81,5/19/2024,6/13/2024,RYP,Good,6.04,65.607,28.19,136.094,0.649,Medium,High,Medium,GT 200,Rainfed,Normal,211.858,695.395,28.604,31.699,79.9,7.397,4.8129
Ampara,Maha Oya,Yala,4/22/2024,4,1.23,5/20/2024,6/10/2024,RBE,Good,6.633,50.193,21.592,64.798,0.432,Medium,High,Low,Commando,Mixed,Low,250.95,784.095,31.398,35.596,67.701,9.897,6.0329
Ampara,Dehiattakandiya,Yala,4/22/2024,4,1.8,5/10/2024,6/2/2024,RBE,Good,5.86,56.093,13.806,268.697,0.53,Medium,Medium,High,Local Variety,Rainfed,Normal,291.598,531.106,30.903,35.237,78.597,5.928,6.1464
Anuradhapura,Tambuttegama,Yala,4/22/2024,4,1.66,5/9/2024,5/29/2024,RBE,Poor,6.14,106.454,4.692,295.229,0.66,High,Low,High,Jet 999,Mixed,Low,282.802,586.492,28.298,33.702,71.102,7.597,5.7826
Monaragala,Thanamalwila,Yala,4/22/2024,4,1.63,5/17/2024,6/15/2024,RBE,Medium,6.471,67.996,29.792,74.646,0.652,Medium,High,Low,GT 200,Irrigated,Normal,289.7,482.401,28.099,30.701,82.577,6.197,5.5179
Badulla,Mahiyanganaya,Yala,4/23/2024,4,0.85,5/11/2024,6/11/2024,RBE,Good,6.811,113.698,12.304,139.695,0.759,High,Medium,High,Local Variety,Irrigated,Low,178.093,564.101,29.237,31.997,71.598,6.021,6.0642
Ampara,Dehiattakandiya,Yala,4/24/2024,4,0.94,5/20/2024,6/25/2024,LHG,Medium,5.499,105.043,7.798,127.298,0.658,High,Low,High,Local Variety,Rainfed,Low,375.299,798.401,31.902,36.701,79.702,8.69,3.7592
Monaragala,Siyambalanduwa,Yala,4/24/2024,4,1.93,5/8/2024,6/7/2024,RBE,Good,6.251,82.792,10.006,253.806,0.642,High,Medium,High,Pacific 808,Mixed,Normal,332.504,574.302,28.261,32.102,67.701,9.909,5.7404
Badulla,Rideemaliyadda,Yala,4/25/2024,4,0.84,5/16/2024,6/14/2024,RYP,Medium,5.642,81.496,19.794,142.107,0.634,Medium,High,Medium,Local Variety,Rainfed,Normal,366.907,863.589,29.9,30.702,73.796,5.896,4.2726
Anuradhapura,Tambuttegama,Yala,4/25/2024,4,0.883,5/18/2024,6/2/2024,RBE,Medium,5.912,54.657,17.878,271.943,0.623,Medium,Medium,High,GT 709,Mixed,Normal,290.394,834.104,28.606,33.124,70.963,9.107,4.6461
Ampara,Dehiattakandiya,Yala,4/26/2024,4,2.09,5/24/2024,6/15/2024,RYP,Good,5.838,38.108,17.732,76.998,0.472,Low,Medium,Low,Commando,Rainfed,Low,284.697,580.493,30.486,34.701,72.203,6.701,3.9776
Matale,Dambulla,Yala,4/27/2024,4,2.004,5/14/2024,6/9/2024,RYP,Medium,6.204,66.861,19.13,115.175,0.554,Medium,Medium,Low,Local Variety,Mixed,Normal,330.742,1032.837,27.584,30.636,69.083,7.77,4.3197
Matale,Dambulla,Yala,4/28/2024,4,2.28,5/22/2024,6/20/2024,LHG,Medium,6.511,41.601,18.207,151.369,0.49,Low,Medium,Medium,Pacific 808,Irrigated,Low,125.593,700.193,24.102,27.202,60.902,6.45,4.55
Badulla,Rideemaliyadda,Yala,4/28/2024,4,0.7,5/26/2024,6/22/2024,RYP,Medium,5.829,78.301,19.175,124.994,0.57,Medium,Medium,Medium,Local Variety,Rainfed,Normal,344.591,797.496,29.206,31.196,77.501,6.099,4.1724
Ampara,Padiyathalawa,Yala,4/28/2024,4,1.692,5/12/2024,6/9/2024,RBE,Poor,6.611,114.591,7.851,144.298,0.661,High,Low,Medium,Pacific 808,Rainfed,Normal,253.601,745.393,27.699,33.397,76.513,4.997,4.6369
Anuradhapura,Nochchiyagama,Yala,5/1/2024,5,2.79,5/22/2024,6/19/2024,RBE,Poor,6.561,84.701,19.196,253.496,0.72,High,Medium,High,GT 200,Rainfed,Low,179.385,782.308,26.203,30.9,65.902,5.321,6.466
Ampara,Maha Oya,Yala,5/1/2024,5,2.52,5/29/2024,6/18/2024,RYP,Good,6.562,71.7,4.794,126.897,0.399,Medium,Low,Medium,GT 200,Rainfed,Normal,319.505,562.2,28.9,33.602,62.037,5.421,4.4461
Matale,Dambulla,Yala,5/2/2024,5,1.14,5/21/2024,6/30/2024,RBE,Good,6.081,79.59,6.193,74.199,0.45,Medium,Low,Low,Pacific 808,Rainfed,Low,316.096,567.034,31.998,36.697,70.696,6.846,2.8611
Matale,Dambulla,Yala,5/2/2024,5,1.31,5/23/2024,6/6/2024,RBE,Medium,6.118,74.291,6.866,87.492,0.521,Medium,Low,Low,Pacific 808,Rainfed,Normal,329.704,466.814,32.502,36.099,70.195,5.895,2.91
Anuradhapura,Tambuttegama,Yala,5/2/2024,5,1.976,5/29/2024,6/21/2024,RBE,Good,7.25,91,23.566,193.997,0.722,High,High,Medium,GT 200,Irrigated,Normal,235.691,738.096,30,32.803,81.244,7.603,5.123
Anuradhapura,Tambuttegama,Yala,5/3/2024,5,2.32,5/25/2024,6/20/2024,RBE,Medium,6.322,71.142,19.708,97.909,0.632,Medium,Medium,Medium,GT 200,Irrigated,High,169.993,576.1,30.397,33.697,64.497,8.401,4.1509
Monaragala,Buttala,Yala,5/5/2024,5,2.36,5/20/2024,6/24/2024,RBE,Poor,6.279,36.198,10.69,163.591,0.372,Low,Medium,Medium,Jet 999,Rainfed,Normal,393.507,652.81,28.899,32.949,70.595,6.701,3.9334
Badulla,Mahiyanganaya,Yala,5/6/2024,5,1.47,6/4/2024,6/30/2024,RBE,Poor,6.438,27.799,11.208,72.595,0.278,Low,Medium,Low,Commando,Rainfed,High,405.792,677.949,26.289,28.501,77.496,7.806,3.1526
Anuradhapura,Nochchiyagama,Yala,5/6/2024,5,1.9,6/5/2024,6/23/2024,RBE,Good,6.511,107.31,29.596,87.695,0.74,High,High,Low,Commando,Rainfed,Normal,316.49,825.899,28.802,31.501,74.398,8.398,4.9571
Anuradhapura,Nochchiyagama,Yala,5/6/2024,5,1.95,5/28/2024,6/22/2024,RBE,Good,6.47,93.306,27.307,85.995,0.749,High,High,Medium,Commando,Rainfed,Low,313.539,709.111,28.598,33.004,74.306,8.804,4.8404
Anuradhapura,Kahatagasdigiliya,Yala,5/7/2024,5,1.71,5/30/2024,6/26/2024,RYP,Poor,6.238,91.805,17.799,86.709,0.68,High,Medium,Low,Local Variety,Rainfed,High,357.507,611.21,29.464,33.903,67.796,7.198,4.7736
Ampara,Padiyathalawa,Yala,5/8/2024,5,1.96,6/3/2024,6/28/2024,RBE,Good,6.241,113.2,20.292,94.43,0.722,High,High,Low,Local Variety,Mixed,High,367.595,614.894,30.999,37.102,71.998,10.197,6.3862
Anuradhapura,Nochchiyagama,Yala,5/8/2024,5,1.97,6/1/2024,6/29/2024,RBE,Good,6.529,98.908,28.916,86.108,0.722,High,High,Low,Commando,Rainfed,Normal,315.201,806,28.598,33.96,74.905,8.595,4.7428
Matale,Dambulla,Yala,5/9/2024,5,1.951,5/31/2024,6/28/2024,RBE,Poor,6.42,32.467,21.551,84.121,0.454,Low,High,Low,Jet 999,Irrigated,Low,196.993,480.007,30.413,34.977,76.611,7.265,3.7477
Monaragala,Thanamalwila,Yala,5/9/2024,5,3.03,6/6/2024,6/30/2024,RBE,Medium,6.37,37.603,24.908,133.402,0.589,Low,High,Medium,Local Variety,Irrigated,High,526.88,668.897,29.649,33.603,76.697,7.998,4.7419
Badulla,Mahiyanganaya,Yala,5/9/2024,5,1.13,5/24/2024,6/11/2024,RBE,Good,6.67,59.606,14.507,220.001,0.48,Medium,Medium,High,GT 709,Mixed,Low,352.7,644.604,28.099,33.569,70.405,9.502,6.0723
Ampara,Padiyathalawa,Yala,5/9/2024,5,2.16,6/2/2024,6/29/2024,RBE,Good,6.101,107.702,19.228,102.307,0.641,High,Medium,Medium,Local Variety,Mixed,Normal,332.799,548.793,30.868,35.4,74.006,9.701,6.1399
Anuradhapura,Horowpathana,Yala,5/9/2024,5,2.03,6/1/2024,6/25/2024,RYP,Medium,6.081,37.698,21.749,273.844,0.649,Low,High,High,Jet 999,Rainfed,Normal,371.9,759.693,29.1,32.604,67.996,6.302,3.7638
Badulla,Mahiyanganaya,Yala,5/9/2024,5,1.56,6/3/2024,7/4/2024,RBE,Good,6.376,106.709,11.807,287.904,0.75,High,Medium,High,Commando,Mixed,Normal,297.61,585.445,29.898,32.701,76.303,8.599,5.4046
Matale,Dambulla,Yala,5/10/2024,5,2.53,5/30/2024,6/20/2024,RBE,Good,6.961,62.81,19.395,283.271,0.649,Medium,Medium,High,GT 709,Rainfed,Low,209.993,564.798,30.001,35.697,69.371,9.6,6.6179
Matale,Pelwehera,Yala,5/10/2024,5,2.04,5/27/2024,7/6/2024,RBE,Good,6.319,49.602,13.498,78.202,0.379,Low,Medium,Low,Pacific 808,Rainfed,Normal,252.807,537.991,29.586,33.7,77.699,7.402,4.252
Monaragala,Thanamalwila,Yala,5/11/2024,5,2.94,6/1/2024,7/1/2024,RBE,Medium,6.332,32.302,23.095,139.201,0.499,Low,High,Medium,Local Variety,Irrigated,High,517.003,690.798,29.924,33.39,81.2,7.906,4.2256
Matale,Pelwehera,Yala,5/11/2024,5,0.68,6/5/2024,7/3/2024,RBE,Poor,6.219,35.392,6.174,233.215,0.43,Low,Low,High,GT 709,Rainfed,Low,339.104,638.309,26.601,29.897,60.402,7.894,4.3718
Anuradhapura,Tambuttegama,Yala,5/11/2024,5,1.81,6/9/2024,6/27/2024,Alluvial,Medium,6.43,53.605,14.849,265.773,0.641,Low,Medium,High,Jet 999,Irrigated,Normal,382.1,744.998,28.804,31.497,63.802,9.005,4.527
Badulla,Mahiyanganaya,Yala,5/11/2024,5,1.68,6/7/2024,7/1/2024,RBE,Good,6.311,106.796,11.101,288.993,0.781,High,Medium,High,Commando,Mixed,Normal,262.408,675.247,30.396,34.199,76.306,8.495,5.3237
Badulla,Rideemaliyadda,Yala,5/11/2024,5,1.11,5/30/2024,7/1/2024,RYP,Medium,6.12,22.794,5.004,104.999,0.35,Low,Low,Medium,Local Variety,Rainfed,High,166.191,619.209,31.199,33.389,79.897,6.899,2.3302
Matale,Dambulla,Yala,5/12/2024,5,2.44,6/9/2024,6/27/2024,RYP,Medium,5.928,94.006,15.897,63.101,0.511,High,Medium,Low,GT 200,Mixed,High,341.095,521.083,27.602,31.099,65.795,8.616,4.6184
Badulla,Rideemaliyadda,Yala,5/12/2024,5,2.4,6/11/2024,7/19/2024,RBE,Poor,6.206,73.618,15.291,254,0.562,Medium,Medium,High,Pacific 808,Rainfed,Normal,157.798,515.198,30.298,34.102,62.305,7.202,5.1486
Matale,Dambulla,Yala,5/12/2024,5,0.97,6/10/2024,7/8/2024,RBE,Poor,6.16,49.092,24.209,90.705,0.449,Low,High,Low,Local Variety,Rainfed,Normal,178.197,628.405,26.6,31.369,76.621,9.895,4.2066
Ampara,Maha Oya,Yala,5/12/2024,5,2.77,6/9/2024,7/5/2024,RYP,Good,5.949,104.405,9.207,220.805,0.641,High,Low,High,Local Variety,Mixed,Normal,230.731,595.014,29.599,32.4,66.596,7.597,4.1944
Matale,Pelwehera,Yala,5/13/2024,5,2.62,6/9/2024,7/12/2024,RYP,Medium,6.362,86.407,8.55,196.497,0.55,Medium,Low,Medium,Commando,Rainfed,High,224.52,771.597,27.7,31.504,60.197,6.996,3.8684
Matale,Dambulla,Yala,5/13/2024,5,1.77,6/7/2024,6/16/2024,RBE,Good,5.831,94.96,17.077,218.397,0.679,High,Medium,High,Local Variety,Rainfed,Low,356.897,788.41,25.501,30.103,64.998,7.103,6.3879
Ampara,Maha Oya,Yala,5/13/2024,5,0.93,6/3/2024,7/10/2024,RBE,Good,6.33,90.288,8.574,115.89,0.479,Medium,Low,Medium,Jet 999,Rainfed,Low,148.896,503.501,26.804,29.6,73.896,8.601,4.923
Anuradhapura,Tambuttegama,Yala,5/13/2024,5,1.93,6/10/2024,7/10/2024,Alluvial,Poor,6.238,53.707,11.302,238.995,0.529,Medium,Medium,High,Jet 999,Irrigated,High,349.197,695.003,29.101,31.102,65.372,8.9,4.2035
Ampara,Maha Oya,Yala,5/13/2024,5,1.771,6/11/2024,6/25/2024,IBL,Good,6.417,50.72,12.006,252.805,0.551,Medium,Medium,High,Jet 999,Rainfed,Normal,262.393,539.207,28.901,31.998,74.699,6.397,4.6588
Ampara,Maha Oya,Yala,5/13/2024,5,0.98,6/11/2024,7/6/2024,RBE,Medium,6.36,88.393,11.095,128.206,0.619,High,Medium,Medium,Jet 999,Rainfed,Low,165.407,546.907,25.499,28.636,70.599,8.097,5.0645
Matale,Dambulla,Yala,5/13/2024,5,2.88,6/12/2024,7/3/2024,RBE,Good,6.21,113.598,7.622,193.634,0.7,High,Low,Medium,Commando,Irrigated,Normal,183.195,631.604,29.9,33.497,84.1,7.095,5.3366
Monaragala,Siyambalanduwa,Yala,5/14/2024,5,2.64,6/10/2024,7/1/2024,RYP,Good,6.112,102.695,29.596,282.472,0.928,High,High,High,Local Variety,Irrigated,High,282.802,757.601,26.298,29.251,71.803,8.795,6.5987
Matale,Dambulla,Yala,5/14/2024,5,2.77,6/3/2024,7/13/2024,RBE,Poor,6.026,109.691,7.844,196.898,0.569,High,Low,Medium,Commando,Irrigated,Normal,226.604,621.29,29.098,34.2,78.201,7.3,4.8362
Ampara,Maha Oya,Yala,5/14/2024,5,2.92,6/12/2024,7/14/2024,RBE,Medium,6.42,100.599,3.091,278.354,0.611,High,Low,High,Pacific 808,Rainfed,Normal,254.093,636.515,30.004,35.999,74.998,9.501,6.1169
Anuradhapura,Horowpathana,Yala,5/15/2024,5,2.37,6/10/2024,7/4/2024,RBE,Good,6.489,62.003,20.802,66.106,0.479,Medium,High,Low,GT 200,Irrigated,Low,238.307,531.034,24.602,26.7,60.946,7.101,4.4283
Anuradhapura,Kahatagasdigiliya,Yala,5/15/2024,5,2.92,6/6/2024,6/30/2024,RBE,Medium,6.129,56.691,20.793,283.487,0.699,Medium,High,High,Commando,Mixed,High,486.595,547.907,27.697,31.603,75.697,6.736,4.0421
Ampara,Maha Oya,Yala,5/15/2024,5,2.94,5/31/2024,7/13/2024,RBE,Good,6.492,94.706,1.709,290.629,0.669,High,Low,High,Pacific 808,Rainfed,Normal,204.793,578.28,29.802,35.698,74.701,9.698,5.6998
Anuradhapura,Horowpathana,Yala,5/16/2024,5,2.99,6/11/2024,7/1/2024,IBL,Good,6.601,28.505,10.904,257.836,0.49,Low,Medium,High,Local Variety,Rainfed,Normal,276.873,690.093,28.597,31.003,75.705,8.203,3.1489
Badulla,Mahiyanganaya,Yala,5/16/2024,5,1,6/8/2024,7/11/2024,RYP,Medium,6.814,64.107,12.594,61.691,0.491,Medium,Medium,Low,Commando,Irrigated,Normal,320.591,543.396,28.304,33.196,60.4,9.657,5.336
Matale,Pelwehera,Yala,5/16/2024,5,2.42,6/7/2024,6/26/2024,RYP,Good,6.282,88.693,12.301,204.295,0.681,High,Medium,High,Commando,Rainfed,Normal,191.605,782.2,27.801,31.202,58.906,7.172,4.3569
Matale,Pelwehera,Yala,5/17/2024,5,1.931,6/12/2024,7/7/2024,RBE,Good,6.016,93.502,17.198,115.524,0.709,High,Medium,Medium,GT 709,Irrigated,Low,394.61,734.807,29.997,33.103,61.298,6.298,4.6355
Badulla,Mahiyanganaya,Yala,5/17/2024,5,0.91,6/3/2024,6/25/2024,RYP,Medium,6.711,61.606,15.198,76.808,0.479,Medium,Medium,Low,Commando,Irrigated,High,282.194,655.593,28.702,32.599,62.382,9.497,5.2905
Matale,Pelwehera,Yala,5/18/2024,5,2.01,6/8/2024,6/30/2024,RBE,Medium,6.261,59.3,5.201,178.903,0.431,Medium,Low,Medium,Jet 999,Rainfed,Normal,216.805,556.802,28.401,32.689,62.998,7.359,5.1615
Anuradhapura,Kahatagasdigiliya,Yala,5/19/2024,5,0.84,6/10/2024,6/29/2024,RBE,Medium,6.029,40.993,28.196,106.605,0.552,Low,High,Medium,Local Variety,Rainfed,Low,182.991,716.005,26.299,29.102,76.994,8.295,3.7161
Monaragala,Siyambalanduwa,Yala,5/19/2024,5,0.87,6/11/2024,7/14/2024,IBL,Medium,6.8,103.592,21.694,95.782,0.639,High,High,Low,GT 200,Mixed,Normal,302.102,765.871,26.198,29.803,76.606,8.306,5.4781
Monaragala,Siyambalanduwa,Yala,5/19/2024,5,1.66,6/18/2024,7/15/2024,RBE,Poor,6.481,120.156,12.993,226.505,0.748,High,Medium,High,GT 709,Mixed,Low,294.705,736.692,25.302,29.699,79.506,5.003,6.4164
Matale,Dambulla,Yala,5/19/2024,5,0.821,6/7/2024,7/3/2024,RBE,Good,6.492,97.682,22.048,232.899,0.699,High,High,High,GT 200,Mixed,Normal,311.147,849.484,26.81,31.998,68.675,8.466,4.5666
Matale,Pelwehera,Yala,5/20/2024,5,0.88,6/10/2024,7/16/2024,RBE,Medium,6.068,30.809,23.503,290.098,0.54,Low,High,High,GT 200,Irrigated,Normal,172.49,768.302,31.899,35.002,75.302,9.796,6.3005
Anuradhapura,Horowpathana,Yala,5/20/2024,5,1.58,6/17/2024,7/5/2024,RBE,Good,5.876,85.007,4.51,202.8,0.449,High,Low,High,GT 709,Rainfed,Low,170.502,544.805,25.103,30.298,79.693,10.003,5.1466
Ampara,Maha Oya,Yala,5/20/2024,5,1.221,6/5/2024,6/23/2024,RBE,Medium,6.364,84.739,15.818,20.008,0.516,Medium,Medium,Low,Commando,Irrigated,Low,228.668,541.294,28.094,31.988,76.433,8.572,4.504
Matale,Pelwehera,Yala,5/20/2024,5,0.66,6/7/2024,7/9/2024,RBE,Good,6.489,45.7,21.293,305.007,0.691,Low,High,High,GT 200,Irrigated,Low,109.997,748.009,31.902,34.6,74.706,8.728,6.4088
